Order ID,Order Date,Customer ID,Product ID,Quantity,Country,Coffee Type,Coffee Name,Roast Type,Roast Name,Size,Unit Price,Sales,Loyalty Card
OHX-11953-965,2019-10-01,19524-21432-XP,E-L-2.5,2,United States,Exc,Excelsa,L,Light,2.5,34.154999999999994,68.30999999999999,No
WTT-91832-645,2019-10-03,24344-88599-PP,A-M-1,3,Ireland,Ara,Arabica,M,Medium,1.0,11.25,33.75,No
QNP-18893-547,2019-10-04,76930-61689-CH,R-L-1,5,United States,Rob,Robusta,L,Light,1.0,11.95,59.75,No
IDJ-55379-750,2019-10-05,24040-20817-QB,R-M-1,4,United States,Rob,Robusta,M,Medium,1.0,9.95,39.8,No
FMT-94584-786,2019-10-08,86504-96610-BH,A-L-1,2,United States,Ara,Arabica,L,Light,1.0,12.95,25.9,No
NJR-03699-189,2019-10-08,95152-82155-VQ,E-D-2.5,1,United States,Exc,Excelsa,D,Dark,2.5,27.945,27.945,No
WAG-26945-689,2019-10-08,50124-88608-EO,A-M-0.2,5,Ireland,Ara,Arabica,M,Medium,0.2,3.375,16.875,No
UBI-83843-396,2019-10-09,58816-74064-TF,R-L-1,2,United Kingdom,Rob,Robusta,L,Light,1.0,11.95,23.9,No
UME-75640-698,2019-10-11,62494-09113-RP,A-M-0.5,4,United States,Ara,Arabica,M,Medium,0.5,6.75,27.0,No
AZF-45991-584,2019-10-12,73759-17258-KA,A-D-2.5,1,Ireland,Ara,Arabica,D,Dark,2.5,22.884999999999998,22.884999999999998,Yes
TFY-52090-386,2019-10-13,08613-17327-XT,E-L-0.5,2,United States,Exc,Excelsa,L,Light,0.5,8.91,17.82,No
TFY-52090-386,2019-10-13,08613-17327-XT,L-D-0.5,5,United States,Lib,Liberica,D,Dark,0.5,7.77,38.849999999999994,No
WYL-29300-070,2019-10-16,42770-36274-QA,R-M-0.2,1,United States,Rob,Robusta,M,Medium,0.2,2.985,2.985,No
EFB-72860-209,2019-10-17,53035-99701-WG,A-M-0.2,4,United States,Ara,Arabica,M,Medium,0.2,3.375,13.5,Yes
RDW-33155-159,2019-10-19,62173-15287-CU,A-L-1,6,United States,Ara,Arabica,L,Light,1.0,12.95,77.69999999999999,No
QBB-07903-622,2019-10-21,32622-54551-UC,R-L-1,5,United States,Rob,Robusta,L,Light,1.0,11.95,59.75,No
RXN-55491-201,2019-10-21,86071-79238-CX,R-L-0.2,6,Ireland,Rob,Robusta,L,Light,0.2,3.5849999999999995,21.509999999999998,No
RFH-64349-897,2019-10-22,61954-61462-RJ,E-D-0.5,3,United States,Exc,Excelsa,D,Dark,0.5,7.29,21.87,Yes
DYP-74337-787,2019-10-23,41486-52502-QQ,R-M-0.5,1,United States,Rob,Robusta,M,Medium,0.5,5.97,5.97,No
OKU-29966-417,2019-10-23,76192-13390-HZ,E-L-0.2,4,United Kingdom,Exc,Excelsa,L,Light,0.2,4.455,17.82,Yes
PSD-57291-590,2019-10-24,37191-12203-MX,A-M-0.5,1,United States,Ara,Arabica,M,Medium,0.5,6.75,6.75,No
CQM-49696-263,2019-10-25,76534-45229-SG,L-L-2.5,3,United States,Lib,Liberica,L,Light,2.5,36.455,109.365,Yes
IGK-51227-573,2019-10-26,46959-60474-LT,L-D-0.5,2,United States,Lib,Liberica,D,Dark,0.5,7.77,15.54,No
THA-60599-417,2019-10-26,59971-35626-YJ,A-M-2.5,3,United States,Ara,Arabica,M,Medium,2.5,25.874999999999996,77.62499999999999,Yes
YTW-40242-005,2019-10-28,01035-70465-UO,L-D-1,4,United States,Lib,Liberica,D,Dark,1.0,12.95,51.8,Yes
DFK-35846-692,2019-11-03,49612-33852-CN,R-D-0.2,5,United States,Rob,Robusta,D,Dark,0.2,2.6849999999999996,13.424999999999997,Yes
QPM-95832-683,2019-11-06,35058-04550-VC,L-L-1,2,Ireland,Lib,Liberica,L,Light,1.0,15.85,31.7,No
DJH-05202-380,2019-11-07,85589-17020-CX,E-M-2.5,2,United States,Exc,Excelsa,M,Medium,2.5,31.624999999999996,63.24999999999999,Yes
YVH-19865-819,2019-11-09,08946-56610-IH,L-L-2.5,4,United States,Lib,Liberica,L,Light,2.5,36.455,145.82,No
GPT-67705-953,2019-11-12,70631-33225-MZ,A-M-0.2,5,United States,Ara,Arabica,M,Medium,0.2,3.375,16.875,Yes
IOQ-84840-827,2019-11-12,32038-81174-JF,A-M-1,6,United States,Ara,Arabica,M,Medium,1.0,11.25,67.5,No
OVI-27064-381,2019-11-13,37274-08534-FM,R-D-0.5,3,United States,Rob,Robusta,D,Dark,0.5,5.369999999999999,16.11,No
HYF-10254-369,2019-11-14,30373-66619-CB,L-L-0.5,1,United States,Lib,Liberica,L,Light,0.5,9.51,9.51,No
IXU-20263-532,2019-11-15,68044-89277-ML,L-M-2.5,2,Ireland,Lib,Liberica,M,Medium,2.5,33.464999999999996,66.92999999999999,Yes
WVT-88135-549,2019-11-16,66458-91190-YC,A-D-1,3,Ireland,Ara,Arabica,D,Dark,1.0,9.95,29.849999999999998,Yes
KBB-52530-416,2019-11-21,06488-46303-IZ,L-D-2.5,2,United States,Lib,Liberica,D,Dark,2.5,29.784999999999997,59.56999999999999,Yes
KTO-53793-109,2019-11-21,17572-27091-AA,R-L-0.2,2,United States,Rob,Robusta,L,Light,0.2,3.5849999999999995,7.169999999999999,No
QTR-19001-114,2019-11-21,01035-70465-UO,A-D-1,2,United States,Ara,Arabica,D,Dark,1.0,9.95,19.9,Yes
JHW-74554-805,2019-11-26,14103-58987-ZU,R-M-1,6,United Kingdom,Rob,Robusta,M,Medium,1.0,9.95,59.699999999999996,Yes
RDM-99811-230,2019-11-27,22349-47389-GY,L-M-0.2,5,United Kingdom,Lib,Liberica,M,Medium,0.2,4.365,21.825000000000003,No
ZVQ-26122-859,2019-11-28,77154-45038-IH,A-L-2.5,6,United States,Ara,Arabica,L,Light,2.5,29.784999999999997,178.70999999999998,Yes
UDS-04807-593,2019-11-29,84074-28110-OV,L-D-0.5,2,United States,Lib,Liberica,D,Dark,0.5,7.77,15.54,No
BMK-49520-383,2019-12-03,72233-08665-IP,R-L-0.2,3,United States,Rob,Robusta,L,Light,0.2,3.5849999999999995,10.754999999999999,Yes
TWD-70988-853,2019-12-03,87519-68847-ZG,L-D-1,6,United States,Lib,Liberica,D,Dark,1.0,12.95,77.69999999999999,Yes
IPA-94170-889,2019-12-04,64439-27325-LG,R-L-0.2,3,Ireland,Rob,Robusta,L,Light,0.2,3.5849999999999995,10.754999999999999,Yes
XNM-14163-951,2019-12-04,78224-60622-KH,E-L-2.5,6,United States,Exc,Excelsa,L,Light,2.5,34.154999999999994,204.92999999999995,No
BLI-21697-702,2019-12-05,21141-12455-VB,A-M-0.5,2,United States,Ara,Arabica,M,Medium,0.5,6.75,13.5,Yes
SQT-07286-736,2019-12-08,87726-16941-QW,A-M-1,6,United States,Ara,Arabica,M,Medium,1.0,11.25,67.5,No
IKL-95976-565,2019-12-09,53486-73919-BQ,A-M-1,2,United States,Ara,Arabica,M,Medium,1.0,11.25,22.5,No
AKV-93064-769,2019-12-12,22305-40299-CY,L-D-0.5,1,United States,Lib,Liberica,D,Dark,0.5,7.77,7.77,Yes
BQK-38412-229,2019-12-13,90392-73338-BC,R-L-0.2,3,United Kingdom,Rob,Robusta,L,Light,0.2,3.5849999999999995,10.754999999999999,No
BWR-85735-955,2019-12-14,32638-38620-AX,L-M-1,3,United States,Lib,Liberica,M,Medium,1.0,14.55,43.650000000000006,Yes
WOR-52762-511,2019-12-14,04739-85772-QT,E-L-2.5,6,United States,Exc,Excelsa,L,Light,2.5,34.154999999999994,204.92999999999995,Yes
VIO-27668-766,2019-12-15,10074-20104-NN,R-D-2.5,1,United States,Rob,Robusta,D,Dark,2.5,20.584999999999997,20.584999999999997,Yes
TRA-79507-007,2019-12-16,70089-27418-UJ,R-L-2.5,4,United States,Rob,Robusta,L,Light,2.5,27.484999999999996,109.93999999999998,Yes
CBT-15092-420,2019-12-17,71364-35210-HS,L-M-0.5,1,United Kingdom,Lib,Liberica,M,Medium,0.5,8.73,8.73,Yes
LBZ-75997-047,2019-12-17,40946-22090-FP,A-M-2.5,6,United States,Ara,Arabica,M,Medium,2.5,25.874999999999996,155.24999999999997,No
BPC-54727-307,2019-12-21,18684-73088-YL,R-L-1,4,United States,Rob,Robusta,L,Light,1.0,11.95,47.8,No
ZGD-94763-868,2019-12-27,53086-67334-KT,E-L-2.5,1,United States,Exc,Excelsa,L,Light,2.5,34.154999999999994,34.154999999999994,Yes
ZSL-66684-103,2019-12-28,39193-51770-FM,E-M-0.2,2,United States,Exc,Excelsa,M,Medium,0.2,4.125,8.25,Yes
KTX-17944-494,2019-12-29,74330-29286-RO,A-L-0.2,1,United States,Ara,Arabica,L,Light,0.2,3.885,3.885,Yes
BNQ-88920-567,2019-12-30,27226-53717-SY,L-D-0.2,6,United States,Lib,Liberica,D,Dark,0.2,3.885,23.31,No
KCW-50949-318,2019-12-30,52374-27313-IV,E-L-1,5,United States,Exc,Excelsa,L,Light,1.0,14.85,74.25,Yes
NWT-78222-575,2019-12-31,75986-98864-EZ,A-D-0.2,1,Ireland,Ara,Arabica,D,Dark,0.2,2.985,2.985,No
THE-61147-027,2019-12-31,94091-86957-HX,L-D-1,2,Ireland,Lib,Liberica,D,Dark,1.0,12.95,25.9,No
GQA-37241-629,2020-01-01,08405-33165-BS,A-M-0.2,2,United States,Ara,Arabica,M,Medium,0.2,3.375,6.75,Yes
JYR-22052-185,2020-01-01,39528-19971-OR,A-M-0.5,2,United States,Ara,Arabica,M,Medium,0.5,6.75,13.5,Yes
DLX-01059-899,2020-01-06,74940-09646-MU,R-L-1,5,United States,Rob,Robusta,L,Light,1.0,11.95,59.75,No
IZA-61469-812,2020-01-06,13561-92774-WP,L-D-2.5,4,United States,Lib,Liberica,D,Dark,2.5,29.784999999999997,119.13999999999999,Yes
RLM-96511-467,2020-01-06,43014-53743-XK,R-L-2.5,1,United States,Rob,Robusta,L,Light,2.5,27.484999999999996,27.484999999999996,No
UDG-65353-824,2020-01-07,17514-94165-RJ,E-M-0.5,4,United States,Exc,Excelsa,M,Medium,0.5,8.25,33.0,No
PMR-56062-609,2020-01-10,43605-12616-YH,E-D-0.5,3,United States,Exc,Excelsa,D,Dark,0.5,7.29,21.87,No
QEW-47945-682,2020-01-10,42466-87067-DT,L-L-0.2,5,United States,Lib,Liberica,L,Light,0.2,4.755,23.775,No
EOL-92666-762,2020-01-11,15776-91507-GT,L-L-0.2,2,Ireland,Lib,Liberica,L,Light,0.2,4.755,9.51,Yes
YFX-64795-136,2020-01-15,83163-65741-IH,L-M-2.5,1,United States,Lib,Liberica,M,Medium,2.5,33.464999999999996,33.464999999999996,Yes
SKO-45740-621,2020-01-16,04666-71569-RI,L-M-0.5,2,United States,Lib,Liberica,M,Medium,0.5,8.73,17.46,Yes
NUU-03893-975,2020-01-17,41054-59693-XE,L-L-0.5,2,United States,Lib,Liberica,L,Light,0.5,9.51,19.02,No
GKQ-82603-910,2020-01-19,83737-56117-JE,R-L-1,5,United States,Rob,Robusta,L,Light,1.0,11.95,59.75,No
FHD-94983-982,2020-01-21,62839-56723-CH,R-M-0.5,3,United States,Rob,Robusta,M,Medium,0.5,5.97,17.91,Yes
AWT-22827-563,2020-01-25,12018-75670-EU,R-L-0.2,1,Ireland,Rob,Robusta,L,Light,0.2,3.5849999999999995,3.5849999999999995,Yes
NXF-15738-707,2020-01-26,28699-16256-XV,R-D-0.5,2,United States,Rob,Robusta,D,Dark,0.5,5.369999999999999,10.739999999999998,No
CWK-60159-881,2020-01-27,04671-85591-RT,E-D-0.2,3,United States,Exc,Excelsa,D,Dark,0.2,3.645,10.935,Yes
ICF-17486-106,2020-01-27,19196-09748-DB,L-L-2.5,1,United States,Lib,Liberica,L,Light,2.5,36.455,36.455,Yes
UEB-09112-118,2020-01-30,82718-93677-XO,A-M-0.5,4,United States,Ara,Arabica,M,Medium,0.5,6.75,27.0,Yes
VNC-93921-469,2020-01-31,04666-71569-RI,L-L-1,1,United States,Lib,Liberica,L,Light,1.0,15.85,15.85,Yes
AEL-51169-725,2020-02-03,37430-29579-HD,L-M-0.2,6,United States,Lib,Liberica,M,Medium,0.2,4.365,26.19,Yes
TYH-81940-054,2020-02-04,69374-08133-RI,E-L-0.2,5,United States,Exc,Excelsa,L,Light,0.2,4.455,22.275,No
WNR-71736-993,2020-02-05,16880-78077-FB,L-D-0.5,4,United States,Lib,Liberica,D,Dark,0.5,7.77,31.08,No
WNR-71736-993,2020-02-05,16880-78077-FB,A-D-2.5,6,United States,Ara,Arabica,D,Dark,2.5,22.884999999999998,137.31,No
UPF-60123-025,2020-02-06,88992-49081-AT,R-L-2.5,3,United States,Rob,Robusta,L,Light,2.5,27.484999999999996,82.45499999999998,No
HNI-91338-546,2020-02-07,67285-75317-XI,A-D-0.5,5,United States,Ara,Arabica,D,Dark,0.5,5.97,29.849999999999998,No
MHD-95615-696,2020-02-07,27930-59250-JT,R-L-2.5,5,United States,Rob,Robusta,L,Light,2.5,27.484999999999996,137.42499999999998,No
RWR-77888-800,2020-02-07,69904-02729-YS,A-M-0.5,1,United States,Ara,Arabica,M,Medium,0.5,6.75,6.75,No
DYG-25473-881,2020-02-08,10138-31681-SD,A-D-0.2,2,United States,Ara,Arabica,D,Dark,0.2,2.985,5.97,No
NFA-03411-746,2020-02-08,07476-13102-NJ,A-L-0.5,2,United States,Ara,Arabica,L,Light,0.5,7.77,15.54,No
UBW-50312-037,2020-02-09,69503-12127-YD,A-L-2.5,4,United States,Ara,Arabica,L,Light,2.5,29.784999999999997,119.13999999999999,No
KIX-93248-135,2020-02-11,36605-83052-WB,A-D-0.5,1,United States,Ara,Arabica,D,Dark,0.5,5.97,5.97,Yes
YIS-96268-844,2020-02-11,60221-67036-TD,E-L-0.2,6,United States,Exc,Excelsa,L,Light,0.2,4.455,26.73,Yes
RGJ-12544-083,2020-02-12,48873-84433-PN,L-D-2.5,3,Ireland,Lib,Liberica,D,Dark,2.5,29.784999999999997,89.35499999999999,No
SNF-57032-096,2020-02-13,93832-04799-ID,E-D-0.5,6,United States,Exc,Excelsa,D,Dark,0.5,7.29,43.74,No
ORZ-67699-748,2020-02-15,44708-78241-DF,A-M-2.5,6,United States,Ara,Arabica,M,Medium,2.5,25.874999999999996,155.24999999999997,No
HMB-30634-745,2020-02-18,19485-98072-PS,A-D-2.5,6,United Kingdom,Ara,Arabica,D,Dark,2.5,22.884999999999998,137.31,No
OGB-91614-810,2020-02-18,08909-77713-CG,R-M-0.2,1,United States,Rob,Robusta,M,Medium,0.2,2.985,2.985,Yes
ALA-62598-016,2020-02-19,57145-03803-ZL,R-D-0.2,6,United Kingdom,Rob,Robusta,D,Dark,0.2,2.6849999999999996,16.11,Yes
SBC-95710-706,2020-02-19,85634-61759-ND,E-M-0.2,2,United Kingdom,Exc,Excelsa,M,Medium,0.2,4.125,8.25,Yes
ELJ-87741-745,2020-02-20,48389-71976-JB,E-L-1,4,United States,Exc,Excelsa,L,Light,1.0,14.85,59.4,No
FUO-99821-974,2020-02-22,31245-81098-PJ,E-M-1,3,United States,Exc,Excelsa,M,Medium,1.0,13.75,41.25,No
NEX-63825-598,2020-02-22,72072-33025-SD,R-L-0.5,2,United States,Rob,Robusta,L,Light,0.5,7.169999999999999,14.339999999999998,No
TJG-73587-353,2020-02-22,24766-58139-GT,R-D-0.2,3,United States,Rob,Robusta,D,Dark,0.2,2.6849999999999996,8.055,Yes
OAW-17338-101,2020-02-23,52143-35672-JF,R-D-0.2,6,United States,Rob,Robusta,D,Dark,0.2,2.6849999999999996,16.11,No
DOH-92927-530,2020-02-24,12839-56537-TQ,L-L-0.2,6,United States,Lib,Liberica,L,Light,0.2,4.755,28.53,Yes
REH-56504-397,2020-02-26,90961-35603-RP,A-M-2.5,5,United States,Ara,Arabica,M,Medium,2.5,25.874999999999996,129.37499999999997,No
TZD-67261-174,2020-02-27,01841-48191-NL,E-D-2.5,1,United States,Exc,Excelsa,D,Dark,2.5,27.945,27.945,Yes
BQJ-44755-910,2020-02-28,75006-89922-VW,E-D-2.5,6,United States,Exc,Excelsa,D,Dark,2.5,27.945,167.67000000000002,No
CSW-59644-267,2020-02-28,60378-26473-FE,E-M-2.5,1,Ireland,Exc,Excelsa,M,Medium,2.5,31.624999999999996,31.624999999999996,Yes
FSA-98650-921,2020-02-28,01841-48191-NL,L-L-0.5,2,United States,Lib,Liberica,L,Light,0.5,9.51,19.02,Yes
SXC-62166-515,2020-02-28,69171-65646-UC,R-L-2.5,5,United States,Rob,Robusta,L,Light,2.5,27.484999999999996,137.42499999999998,No
JTU-55897-581,2020-02-29,70290-38099-GB,R-M-0.2,5,United States,Rob,Robusta,M,Medium,0.2,2.985,14.924999999999999,No
SBN-16537-046,2020-02-29,60255-12579-PZ,A-D-0.2,1,United States,Ara,Arabica,D,Dark,0.2,2.985,2.985,No
HSF-66926-425,2020-03-01,00539-42510-RY,L-D-2.5,5,Ireland,Lib,Liberica,D,Dark,2.5,29.784999999999997,148.92499999999998,Yes
YZG-20575-451,2020-03-02,64845-00270-NO,L-L-1,4,Ireland,Lib,Liberica,L,Light,1.0,15.85,63.4,No
TVV-42245-088,2020-03-06,14398-43114-RV,A-M-0.2,4,Ireland,Ara,Arabica,M,Medium,0.2,3.375,13.5,No
GNL-98714-885,2020-03-07,83731-53280-YC,R-M-1,3,United Kingdom,Rob,Robusta,M,Medium,1.0,9.95,29.849999999999998,Yes
NNF-47422-501,2020-03-07,20260-32948-EB,E-L-0.2,6,Ireland,Exc,Excelsa,L,Light,0.2,4.455,26.73,No
CKF-43291-846,2020-03-10,91829-99544-DS,E-L-2.5,1,United States,Exc,Excelsa,L,Light,2.5,34.154999999999994,34.154999999999994,Yes
TVF-57766-608,2020-03-10,88420-46464-XE,L-D-0.5,1,United States,Lib,Liberica,D,Dark,0.5,7.77,7.77,Yes
YLE-18247-749,2020-03-11,92227-49331-QR,A-L-0.5,3,United States,Ara,Arabica,L,Light,0.5,7.77,23.31,Yes
QXX-89943-393,2020-03-12,15673-18812-IU,R-D-0.2,4,United States,Rob,Robusta,D,Dark,0.2,2.6849999999999996,10.739999999999998,No
VQW-91903-926,2020-03-13,05325-97750-WP,E-D-2.5,1,United Kingdom,Exc,Excelsa,D,Dark,2.5,27.945,27.945,Yes
TGF-38649-658,2020-03-15,67743-54817-UT,L-M-0.5,2,United States,Lib,Liberica,M,Medium,0.5,8.73,17.46,No
PKQ-46841-696,2020-03-18,37177-68797-ON,R-M-0.5,3,United States,Rob,Robusta,M,Medium,0.5,5.97,17.91,No
EOI-02511-919,2020-03-20,66776-88682-RG,E-L-0.2,5,United States,Exc,Excelsa,L,Light,0.2,4.455,22.275,No
EOI-02511-919,2020-03-20,66776-88682-RG,A-D-0.5,5,United States,Ara,Arabica,D,Dark,0.5,5.97,29.849999999999998,No
EJA-79176-833,2020-03-22,91509-62250-GN,R-M-2.5,6,United Kingdom,Rob,Robusta,M,Medium,2.5,22.884999999999998,137.31,No
ALM-80762-974,2020-03-23,84045-66771-SL,A-L-0.5,3,United States,Ara,Arabica,L,Light,0.5,7.77,23.31,No
LHN-75209-742,2020-03-23,01433-04270-AX,R-M-0.5,6,United States,Rob,Robusta,M,Medium,0.5,5.97,35.82,Yes
RZC-75150-413,2020-03-25,92204-96636-BS,E-D-0.5,5,United States,Exc,Excelsa,D,Dark,0.5,7.29,36.45,No
ULU-07744-724,2020-03-26,94058-95794-IJ,L-M-0.5,5,United States,Lib,Liberica,M,Medium,0.5,8.73,43.650000000000006,Yes
ISK-42066-094,2020-03-28,41505-42181-EF,E-D-1,3,United States,Exc,Excelsa,D,Dark,1.0,12.15,36.45,Yes
ILQ-11027-588,2020-03-29,76293-30918-DQ,E-D-1,6,Ireland,Exc,Excelsa,D,Dark,1.0,12.15,72.9,Yes
HVQ-64398-930,2020-03-30,62979-53167-ML,A-M-0.5,6,United States,Ara,Arabica,M,Medium,0.5,6.75,40.5,Yes
GSJ-01065-125,2020-03-31,69779-40609-RS,E-D-0.2,4,United States,Exc,Excelsa,D,Dark,0.2,3.645,14.58,Yes
XZG-51938-658,2020-04-05,18275-73980-KL,E-L-0.5,6,United States,Exc,Excelsa,L,Light,0.5,8.91,53.46,No
JZC-31180-557,2020-04-07,09171-42203-EB,L-M-2.5,1,United States,Lib,Liberica,M,Medium,2.5,33.464999999999996,33.464999999999996,No
XTL-68000-371,2020-04-07,70140-82812-KD,A-M-0.5,4,United States,Ara,Arabica,M,Medium,0.5,6.75,27.0,No
AWP-11469-510,2020-04-11,76730-63769-ND,E-D-1,2,United Kingdom,Exc,Excelsa,D,Dark,1.0,12.15,24.3,No
HPI-42308-142,2020-04-11,06631-86965-XP,E-M-0.5,2,United States,Exc,Excelsa,M,Medium,0.5,8.25,16.5,Yes
XOQ-12405-419,2020-04-12,91513-75657-PH,R-D-2.5,4,United States,Rob,Robusta,D,Dark,2.5,20.584999999999997,82.33999999999999,Yes
KSH-47717-456,2020-04-19,74671-55639-TU,L-M-1,3,United States,Lib,Liberica,M,Medium,1.0,14.55,43.650000000000006,No
WFH-21507-708,2020-04-20,07237-32539-NB,R-D-0.5,1,United States,Rob,Robusta,D,Dark,0.5,5.369999999999999,5.369999999999999,Yes
WNE-73911-475,2020-04-20,61323-91967-GG,L-D-0.5,6,United States,Lib,Liberica,D,Dark,0.5,7.77,46.62,No
OKA-93124-100,2020-04-23,05325-97750-WP,R-M-0.5,5,United Kingdom,Rob,Robusta,M,Medium,0.5,5.97,29.849999999999998,Yes
HCT-95608-959,2020-04-25,08523-01791-TI,R-M-2.5,5,United States,Rob,Robusta,M,Medium,2.5,22.884999999999998,114.42499999999998,No
IWL-13117-537,2020-04-29,29129-60664-KO,R-D-0.2,3,United States,Rob,Robusta,D,Dark,0.2,2.6849999999999996,8.055,Yes
VET-41158-896,2020-04-29,10728-17633-ST,E-M-2.5,2,United States,Exc,Excelsa,M,Medium,2.5,31.624999999999996,63.24999999999999,Yes
HVW-25584-144,2020-04-30,93405-51204-UW,L-L-0.2,5,United States,Lib,Liberica,L,Light,0.2,4.755,23.775,Yes
JBP-78754-392,2020-04-30,74330-29286-RO,E-M-2.5,6,United States,Exc,Excelsa,M,Medium,2.5,31.624999999999996,189.74999999999997,Yes
LKE-14821-285,2020-05-03,13736-92418-JS,R-M-0.2,5,Ireland,Rob,Robusta,M,Medium,0.2,2.985,14.924999999999999,Yes
OJL-96844-459,2020-05-03,61253-98356-VD,L-L-0.2,5,United States,Lib,Liberica,L,Light,0.2,4.755,23.775,Yes
GCD-75444-320,2020-05-04,51277-93873-RP,L-M-2.5,1,United States,Lib,Liberica,M,Medium,2.5,33.464999999999996,33.464999999999996,No
HBY-35655-049,2020-05-04,69207-93422-CQ,E-D-2.5,3,United States,Exc,Excelsa,D,Dark,2.5,27.945,83.83500000000001,Yes
WVS-57822-366,2020-05-04,52151-75971-YY,E-M-2.5,4,United States,Exc,Excelsa,M,Medium,2.5,31.624999999999996,126.49999999999999,No
AJL-52941-018,2020-05-05,55871-61935-MF,E-D-1,2,United States,Exc,Excelsa,D,Dark,1.0,12.15,24.3,No
BZP-33213-637,2020-05-05,77175-09826-SF,A-M-2.5,3,United States,Ara,Arabica,M,Medium,2.5,25.874999999999996,77.62499999999999,Yes
AIA-98989-755,2020-05-09,34704-83143-KS,R-M-0.2,1,United States,Rob,Robusta,M,Medium,0.2,2.985,2.985,No
IYO-10245-081,2020-05-09,57145-31023-FK,E-M-2.5,3,United States,Exc,Excelsa,M,Medium,2.5,31.624999999999996,94.87499999999999,No
AWH-16980-469,2020-05-11,27493-46921-TZ,L-M-0.2,6,United States,Lib,Liberica,M,Medium,0.2,4.365,26.19,No
QYC-63914-195,2020-05-14,39789-43945-IV,E-L-1,3,United States,Exc,Excelsa,L,Light,1.0,14.85,44.55,Yes
LOO-35324-159,2020-05-19,68412-11126-YJ,A-L-0.2,4,United States,Ara,Arabica,L,Light,0.2,3.885,15.54,Yes
ESR-66651-814,2020-05-20,76624-72205-CK,A-D-0.2,4,United States,Ara,Arabica,D,Dark,0.2,2.985,11.94,Yes
FRD-17347-990,2020-05-20,46681-78850-ZW,A-D-1,4,Ireland,Ara,Arabica,D,Dark,1.0,9.95,39.8,No
NHL-11063-100,2020-05-20,39181-35745-WH,A-L-1,4,Ireland,Ara,Arabica,L,Light,1.0,12.95,51.8,Yes
ITA-87418-783,2020-05-22,39396-12890-PE,R-D-2.5,2,United States,Rob,Robusta,D,Dark,2.5,20.584999999999997,41.169999999999995,No
LWL-68108-794,2020-05-26,44494-89923-UW,A-D-0.5,3,United States,Ara,Arabica,D,Dark,0.5,5.97,17.91,Yes
MVV-19034-198,2020-05-31,98476-63654-CG,E-D-2.5,6,United States,Exc,Excelsa,D,Dark,2.5,27.945,167.67000000000002,Yes
UOA-23786-489,2020-05-31,90305-50099-SV,A-M-0.5,6,United States,Ara,Arabica,M,Medium,0.5,6.75,40.5,Yes
DKM-97676-850,2020-06-02,43439-94003-DW,E-D-0.5,5,United States,Exc,Excelsa,D,Dark,0.5,7.29,36.45,No
SFF-86059-407,2020-06-03,30585-48726-BK,A-M-2.5,1,United States,Ara,Arabica,M,Medium,2.5,25.874999999999996,25.874999999999996,No
ZUR-55774-294,2020-06-03,33269-10023-CO,L-D-1,6,United States,Lib,Liberica,D,Dark,1.0,12.95,77.69999999999999,Yes
HUG-52766-375,2020-06-05,78786-77449-RQ,A-D-2.5,4,United States,Ara,Arabica,D,Dark,2.5,22.884999999999998,91.53999999999999,No
SCS-67069-962,2020-06-05,21403-49423-PD,A-L-2.5,5,United States,Ara,Arabica,L,Light,2.5,29.784999999999997,148.92499999999998,No
LIS-96202-702,2020-06-07,72028-63343-SU,L-D-2.5,4,United Kingdom,Lib,Liberica,D,Dark,2.5,29.784999999999997,119.13999999999999,No
SHP-17012-870,2020-06-07,69529-07533-CV,R-M-2.5,1,United States,Rob,Robusta,M,Medium,2.5,22.884999999999998,22.884999999999998,Yes
SPF-31673-217,2020-06-09,19485-98072-PS,E-M-1,6,United Kingdom,Exc,Excelsa,M,Medium,1.0,13.75,82.5,No
HVU-21634-076,2020-06-10,27723-45097-MH,R-L-2.5,4,Ireland,Rob,Robusta,L,Light,2.5,27.484999999999996,109.93999999999998,Yes
SGI-48226-857,2020-06-11,84033-80762-EQ,A-M-2.5,6,United States,Ara,Arabica,M,Medium,2.5,25.874999999999996,155.24999999999997,Yes
OYH-16533-767,2020-06-13,44932-34838-RM,E-L-1,4,United States,Exc,Excelsa,L,Light,1.0,14.85,59.4,No
BHA-47429-889,2020-06-20,51114-51191-EW,E-L-0.2,3,United States,Exc,Excelsa,L,Light,0.2,4.455,13.365,No
ALR-62963-723,2020-06-21,80463-43913-WZ,R-D-0.2,3,Ireland,Rob,Robusta,D,Dark,0.2,2.6849999999999996,8.055,Yes
CVA-64996-969,2020-06-24,13324-78688-MI,A-L-1,6,United States,Ara,Arabica,L,Light,1.0,12.95,77.69999999999999,No
IXW-20780-268,2020-06-24,20236-64364-QL,L-L-2.5,2,United States,Lib,Liberica,L,Light,2.5,36.455,72.91,Yes
RAU-17060-674,2020-06-26,12747-63766-EU,L-L-0.2,1,United States,Lib,Liberica,L,Light,0.2,4.755,4.755,Yes
JLN-14700-924,2020-06-28,79058-02767-CP,L-L-0.2,5,United Kingdom,Lib,Liberica,L,Light,0.2,4.755,23.775,No
XSN-26809-910,2020-06-28,80467-17137-TO,E-M-2.5,2,Ireland,Exc,Excelsa,M,Medium,2.5,31.624999999999996,63.24999999999999,Yes
GFK-52063-244,2020-06-29,44981-99666-XB,L-L-0.5,6,United Kingdom,Lib,Liberica,L,Light,0.5,9.51,57.06,Yes
