Customer ID,Country,Loyalty Card
65732-22589-OW,United States,Yes
93676-95250-XJ,United States,Yes
28300-14355-GF,United Kingdom,No
91190-84826-IQ,United States,Yes
34570-99384-AF,Ireland,Yes
57808-90533-UE,United States,No
76060-30540-LB,United States,Yes
76730-63769-ND,United Kingdom,No
96042-27290-EQ,United States,No
06062-66586-TK,Ireland,Yes
51940-02669-OR,Ireland,No
99144-98314-GN,United States,Yes
16358-63919-CE,United States,No
67743-54817-UT,United States,No
44601-51441-BH,United States,No
97201-58870-WB,United States,Yes
19849-12926-QF,United States,Yes
40535-56770-UM,United States,No
74940-09646-MU,United States,No
06623-54610-HC,United States,No
89490-75361-AF,United States,No
94526-79230-GZ,United States,Yes
58559-08254-UY,United States,Yes
88574-37083-WX,United States,No
67953-79896-AC,United States,No
69207-93422-CQ,United States,Yes
56060-17602-RG,Ireland,Yes
46859-14212-FI,United Kingdom,No
11513-19816-IJ,United States,No
33555-01585-RP,United States,Yes
11932-85629-CU,United States,No
36192-07175-XC,United States,No
46242-54946-ZW,United States,Yes
95152-82155-VQ,United States,No
13404-39127-WQ,United States,No
00841-75330-ZV,United States,Yes
40226-52317-IO,United States,Yes
34419-18068-AG,United States,No
51738-61457-RS,United States,Yes
86757-52367-ON,United States,Yes
28158-93383-CK,United States,Yes
44799-09711-XW,United States,Yes
53667-91553-LT,United States,No
86579-92122-OC,United States,Yes
01474-63436-TP,United States,No
90533-82440-EE,United States,Yes
48553-69225-VX,United States,Yes
91240-83405-ZQ,United States,No
52374-27313-IV,United States,Yes
14264-41252-SL,United States,No
35367-50483-AR,United States,Yes
69443-77665-QW,Ireland,Yes
63411-51758-QC,United States,No
68605-21835-UF,United States,No
34786-30419-XY,United States,No
15456-29250-RU,United States,No
00886-35803-FG,United States,No
31599-82152-AD,Ireland,No
76209-39601-ZR,United Kingdom,Yes
15064-65241-HB,Ireland,No
69215-90789-DL,United States,Yes
04317-46176-TB,United States,No
04713-57765-KR,Ireland,Yes
47723-84396-MT,United States,Yes
48392-32021-EC,United States,Yes
65786-21069-IP,United States,Yes
89074-09459-KV,United States,No
44330-33172-IT,United States,Yes
63349-66809-NF,United States,Yes
40959-32642-DN,United States,Yes
77746-08153-PM,United States,Yes
49667-96708-JL,United States,Yes
24155-79322-EQ,Ireland,Yes
95342-88311-SF,United States,Yes
69374-08133-RI,United States,No
83844-95908-RX,United States,Yes
09667-09231-YM,United States,Yes
55427-08059-DF,Ireland,Yes
06624-54037-BQ,United States,No
48544-90737-AZ,United States,Yes
79463-01597-FQ,United States,No
27702-50024-XC,United States,No
57360-46846-NS,Ireland,Yes
84045-66771-SL,United States,No
46885-00260-TL,United States,Yes
96446-62142-EN,Ireland,Yes
07756-71018-GU,United States,Yes
92048-47813-QB,United States,No
58408-27638-IB,United States,Yes
28699-16256-XV,United States,No
98476-63654-CG,United States,Yes
55409-07759-YG,United States,Yes
06136-65250-PG,United States,Yes
08405-33165-BS,United States,Yes
66070-30559-WI,Ireland,Yes
01282-28364-RZ,United States,No
51277-93873-RP,United States,No
84405-83364-DG,United Kingdom,Yes
83731-53280-YC,United Kingdom,Yes
03917-13632-KC,United States,Yes
98051-37183-SK,United States,No
48689-81852-DT,United States,Yes
70567-65133-CN,Ireland,No
77869-81373-AY,United States,No
38536-98293-JZ,Ireland,No
43014-53743-XK,United States,No
62494-09113-RP,United States,No
10940-42739-ET,United States,Yes
64965-78386-MY,United States,No
77131-58092-GE,United Kingdom,Yes
